class,u_g,g_r,r_i,i_z
QSO,0.13677000000000206,0.29737999999999687,0.019370000000002108,-0.049970000000001846
STAR,1.484659999999998,0.6723800000000004,0.28185000000000215,0.16023999999999816
GALAXY,1.9375900000000001,1.9011400000000016,0.6796099999999967,0.49572000000000216
GALAXY,1.7525600000000026,1.2728499999999983,0.5173300000000012,0.40275000000000105
GALAXY,1.2614899999999984,0.5958400000000026,0.3306299999999993,0.24431999999999832
GALAXY,1.73752,1.1247000000000007,1.0718099999999993,0.675650000000001
GALAXY,1.7117000000000004,0.7789000000000001,0.395389999999999,0.30208999999999975
QSO,0.10980999999999952,0.279320000000002,0.07898999999999745,0.5294200000000018
GALAXY,1.576360000000001,1.621419999999997,0.5845100000000016,0.40518000000000143
GALAXY,5.655629999999999,1.6800300000000021,1.045259999999999,0.5805100000000003
GALAXY,1.0356500000000004,1.8529400000000003,0.6635200000000019,0.40601999999999805
GALAXY,1.0857899999999994,1.5554099999999984,0.8839199999999998,0.48733999999999966
GALAXY,2.2059800000000003,1.712919999999997,0.9824200000000012,0.5259600000000013
GALAXY,0.13296000000000063,-0.07684000000000069,0.8198499999999989,0.957889999999999
GALAXY,2.0749199999999988,1.5969100000000012,0.6023400000000017,0.3451899999999988
GALAXY,1.1135699999999993,0.42228000000000065,0.2853999999999992,0.17498000000000147
QSO,0.9769100000000002,-0.11100000000000065,0.14043000000000205,0.7903899999999986
STAR,2.467220000000001,1.3877299999999977,1.2300600000000017,0.6584399999999988
GALAXY,1.116620000000001,1.4101800000000004,1.438489999999998,0.5539699999999996
GALAXY,1.5929799999999972,0.8042700000000025,0.4173100000000005,0.23451999999999984
GALAXY,3.48057,2.355920000000001,0.6393699999999995,0.36045000000000016
GALAXY,1.4768399999999993,0.42214999999999847,0.2171800000000026,-0.0035900000000026466
STAR,2.98677,1.6977800000000016,1.9356200000000001,1.0494199999999978
GALAXY,4.296479999999999,1.7330199999999998,0.5092800000000004,0.4066599999999987
GALAXY,1.7785399999999996,1.255700000000001,0.5004799999999996,0.3853200000000001
GALAXY,1.6227300000000007,1.9942499999999974,0.8460800000000006,0.5511900000000018
STAR,1.3225200000000008,0.5748499999999996,0.26227999999999874,0.1421600000000005
GALAXY,3.1306399999999996,1.761879999999998,0.7058700000000009,0.36895000000000167
GALAXY,2.686429999999998,1.9970700000000008,1.3149300000000004,0.8146699999999996
QSO,0.22138999999999953,0.09656999999999982,0.3126500000000014,0.18482999999999805
STAR,2.932829999999999,1.056919999999998,0.5310000000000024,0.41215000000000046
GALAXY,1.3517499999999991,1.52459,0.9993799999999986,0.5197800000000008
GALAXY,2.496410000000001,1.5019600000000004,1.2363299999999988,0.48489000000000004
GALAXY,4.458779999999997,1.6974800000000023,1.1241599999999998,0.40918999999999883
QSO,1.0082900000000024,0.18140999999999963,0.1900100000000009,-0.15133000000000152
STAR,0.8248700000000007,0.18605999999999767,0.09313000000000216,0.512439999999998
GALAXY,-0.569110000000002,1.2506699999999995,1.2027800000000006,0.845010000000002
QSO,1.342459999999999,1.0161499999999997,0.5228500000000018,0.3887199999999993
GALAXY,0.3218899999999998,1.1911200000000015,1.1424400000000006,0.8210699999999989
GALAXY,1.2699200000000026,1.0099599999999995,0.5206300000000006,0.3381699999999981
GALAXY,2.120149999999999,1.1013300000000008,0.5203500000000005,0.45425999999999966
GALAXY,2.923479999999998,1.576620000000002,1.185019999999998,0.6884000000000015
STAR,0.3207099999999983,1.6484300000000012,1.4053699999999978,0.9337300000000006
GALAXY,4.93749,1.5985699999999987,1.19989,0.7708100000000009
GALAXY,1.1342199999999991,1.6664299999999983,0.6177800000000033,0.4076599999999999
QSO,0.5696499999999993,0.15870999999999924,-0.061070000000000846,-0.633499999999998
STAR,1.062899999999999,0.3628299999999989,0.15106000000000108,-0.0022599999999997067
QSO,0.8065700000000007,0.0915600000000012,0.034499999999997755,0.31151000000000195
QSO,0.08599999999999852,-0.06328999999999851,0.28571999999999775,0.19288000000000238
GALAXY,0.06314000000000064,1.1692399999999985,0.8016100000000002,0.24942000000000064
GALAXY,2.0494100000000017,1.0620199999999969,0.455680000000001,0.3784400000000012
GALAXY,2.9304999999999986,1.0339899999999993,0.8050999999999995,-0.11268999999999707
GALAXY,0.6607899999999987,1.350950000000001,0.7999799999999979,0.4542500000000018
GALAXY,0.29316999999999993,1.9920100000000005,0.9199200000000012,0.5592699999999979
GALAXY,1.8298400000000008,1.0788699999999984,0.44191999999999965,0.35870000000000246
GALAXY,3.021340000000002,1.8078000000000003,0.9464899999999972,0.760430000000003
GALAXY,2.9394799999999996,1.3826399999999985,0.53078,0.3145900000000026
STAR,1.5446600000000004,1.2673099999999984,0.9012899999999995,0.5605599999999988
GALAXY,2.6446700000000014,1.5303299999999993,1.1282899999999998,0.40323000000000064
GALAXY,1.8308199999999992,1.80903,0.5992500000000014,0.4494800000000012
STAR,0.2783599999999993,1.181750000000001,1.5062500000000014,0.9884099999999982
GALAXY,1.996299999999998,1.5445100000000025,0.66385,0.448599999999999
GALAXY,0.16063000000000116,2.2243199999999987,1.32442,0.38197999999999865
GALAXY,-1.3320500000000024,0.7049500000000002,1.7328399999999995,-0.656019999999998
STAR,0.98292,0.20589999999999975,0.09769000000000005,0.027699999999999392
STAR,0.9039500000000018,0.3585799999999999,0.18830999999999776,0.006040000000002266
